cleaned_text,label,keyword_tag
kolay gelsin,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
çok şükür almanyadayım şükürler olsun ne şanslı bir insanım başka yoruma gerekyok,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
bu bastaki hersey yerindemi sayiyor dunyada tutturmus otel gibi hastaneler hersey gelisti cep telefonu yoktu simdi varsin olsun 25 senede hastaneleri mutaitler yapti bildigim kadar devletin deyil,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
tüh ilk yorumu kaçırdım,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
hastaneler 5 yıldızlı otel gibiymiş buraya kadar doğru.bıyıklı herife evde sıra beklemek normal geliyorsa ne anlatacan böylesine.daha da yazarım da hakaret olur kibarlık bende kalsın.,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
"merhaba,japon dili mezunuyum, japonya'ya yerleşme prosedürü nedir?",0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
varlığın yeter,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
inşaatta 3 bin günlük yevmiyeyi beğenmeyen milletim,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
kaç kere sırtımızdan hancerlediniz lan kardeşliğin senin olsun,0,Kötülemeyin Hainler | 'TANSİYON YÜKSELDİ' | Bize Müstehak Vallahi | Sokak Röportajları
bu kadar delinin arasında hâlâ akıl sağlığını kaybetmemiş bir avuç insan olarak kendimizi tebrik etmeliyiz.,0,Deep Humor Karma Röportaj Serisi (Vol27)
4:29 yalniz adamin sesi yakiyor ha,0,Deep Humor Karma Röportaj Serisi (Vol27)
açık hava tımarhanesi ❗️ 🚨,0,Deep Humor Karma Röportaj Serisi (Vol27)
1:37 adamın nefes alış verişi değişti mk slfmfldödkld😂😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
bu milletin bir arada yaşaması mucize valla😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
ilk şahış dayiya saldiran vitaminsizlikten oluyor aa,0,Deep Humor Karma Röportaj Serisi (Vol27)
"turualhog. turgunaltınoğh, turgunelamaltonoğh... az daha gayret, konuşmayı söküyorlar.",0,Deep Humor Karma Röportaj Serisi (Vol27)
olm bu millete ne olmuş lan konuşamiyolarda 😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
turgut altınok mu mansur yavaş mı ? -tuborg,0,Deep Humor Karma Röportaj Serisi (Vol27)
sonda koptum 😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
ilk baştaki karizmatik dayım hepsinden daha mantıklı konuşmuş 😉😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
0:12 reco ya sövse silivriye gitmeyecek tek kişi by olur,0,Deep Humor Karma Röportaj Serisi (Vol27)
en iyi konuşan taksim delisi cenk bence deli değil filozof olmuş bu adam 😅,0,Deep Humor Karma Röportaj Serisi (Vol27)
0:03 minecraft köylü,0,Deep Humor Karma Röportaj Serisi (Vol27)
0:32 7/24 soğan ekmek yiyordur kesin,0,Deep Humor Karma Röportaj Serisi (Vol27)
öyle bir videoki izlerken kalbine sancı giriyor,0,Deep Humor Karma Röportaj Serisi (Vol27)
8:24 helal olsun adama afganistandan yayan gelip yorgun argın haliyle bi de kavgayı ayırmış,0,Deep Humor Karma Röportaj Serisi (Vol27)
bu röportajlar mükmemmel ya. ne zaman ülkeyi özlesem gelir 2 3 video izlerim. direkt şükür ederim halime.,0,Deep Humor Karma Röportaj Serisi (Vol27)
cenk abi bile daha akıllı kalmış,0,Deep Humor Karma Röportaj Serisi (Vol27)
videonun sonu güzel hem sovuyo hem vuruyor bide kendini serinletiyoo😂😂😂😂😂😂😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
belki bizde deliyizdir kim deli olduğunu kabul eder ki herkes kendince kendini sağlıklı zannediyor 😁,0,Deep Humor Karma Röportaj Serisi (Vol27)
ben çoktan kaybettim hacı,0,Deep Humor Karma Röportaj Serisi (Vol27)
buse bile akıllanmış biz akillanamadik,0,Deep Humor Karma Röportaj Serisi (Vol27)
"delirdik hocam delirdik de, kabul etmiyoruz, konduramıyoruz delirdiğimize.",0,Deep Humor Karma Röportaj Serisi (Vol27)
baya güldüm ya😂😂😂😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
sıkıntı tamda senin gibi kendini akıllı sananlarda kaynaklanıyor...,0,Deep Humor Karma Röportaj Serisi (Vol27)
biz daha az deliyiz bana sorarsan,0,Deep Humor Karma Röportaj Serisi (Vol27)
ne kadar deli var 😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
ben ufaktan deliriyom galba size başarılar 👋🏻,0,Deep Humor Karma Röportaj Serisi (Vol27)
cunki delileri özelikle seçiyor,0,Deep Humor Karma Röportaj Serisi (Vol27)
hahahahah hunharca güldüm 😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
olm profielfoton çok iyi lan!!,0,Deep Humor Karma Röportaj Serisi (Vol27)
hocam bir daha düşün,0,Deep Humor Karma Röportaj Serisi (Vol27)
milletin psikolojisi ortada bu ülkede niye böyle oldu,0,Deep Humor Karma Röportaj Serisi (Vol27)
kemal sunal'ın bir filmi vardi. tımarhaneden kaçıyor yolları kar ile kapalı bir ilçede kaymakam oluyor .şuan ülke tam bunu yaşıyor .eskiden delidir diye muhatap olunmayan insanların çoğu ülkede mevki makam ve söz sahibi oldu sonuç bu .,0,Deep Humor Karma Röportaj Serisi (Vol27)
bu videodan sonra kendime şükrettim. kendimin biraz deli ve anormal olduğunu düşünüyordum.,0,Deep Humor Karma Röportaj Serisi (Vol27)
insanlar tanimadiklari insanlara kameralar onunde ne kadar rahat kufrediyor yaaa... ben de bu rahatliktan istiyorum. 😂 ben icimden kufrermeye cekiniyorum o derece 😅,0,Deep Humor Karma Röportaj Serisi (Vol27)
7:40 ulkenin delisi bile klas giyiniyoo . tamam bize gore sacmasapan rukus olabilir ama adam kirmizilari cekmis entarisi pardesusu sapkasyila kendie bi tarz yaratmis ..bize gore komik ama bu videodakilerin hepsi culsuz gibi dumduz gomlek ya da tisort giymisler .. yani ulkenin delisi bile degisik 😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
vallahi doğru söyledin azar azar sona gidiyoruz,0,Deep Humor Karma Röportaj Serisi (Vol27)
emin misin mihahah,0,Deep Humor Karma Röportaj Serisi (Vol27)
belki sende bunlar gibisin ama bizi yiyon😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
kudurmaya devam 😂😂,0,Deep Humor Karma Röportaj Serisi (Vol27)
hâlâ akıl sağlığını kaybetmemiş olan var mı?,0,Deep Humor Karma Röportaj Serisi (Vol27)
.motovlog kudurmaya devam bitti devriniz millet uyandı 🤣🤣,0,Deep Humor Karma Röportaj Serisi (Vol27)
yada kaybetmek üzereyiz mk,0,Deep Humor Karma Röportaj Serisi (Vol27)
ya onlar akıllıysa 🤣,0,Deep Humor Karma Röportaj Serisi (Vol27)
tebrik ederim canım kardeşim,0,Deep Humor Karma Röportaj Serisi (Vol27)
deli insan yokki aklını kullanamayan insan vardır,0,Deep Humor Karma Röportaj Serisi (Vol27)
gs liyim ama hakemler gerçekten hakediyo hatta daha fazlasını çoğu satılmış cunki sampiyonlugunuz kutlu olsun ts,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bu maçı izleyen birisi adamın hareketini zaten anlar,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
hakeme nasıl ders verilir,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
dünya spor tarihinde şimdiye kadar olmamış en onurlu hareketti. hakeme hak yedirtmeyiz diyen bir avuç temiz anadolu çocuklarıydı onlar. canı gönülden tebrik ediyorum salih dursun 🍀,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
kimse ölümsüz veya dokunulmaz degil akşam olduğunda herkes tek döner evine,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
salih dursun:ben o hareketi galatasaray 11 kişi kalsın diye yaptım 👌,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
salih dursun: galatasaray 11 kişi kalsın diye hakeme kırmızı kart çıkarttım.,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bise derim ama kör müsün cnmın içi maci izlede gel aw,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
olum doğruyu yaptık adamlar her dakka yerde adamlığımızı yaptık ❤️💙❤💙♥️💙♥️ ts. hakem adam olsun. karşısında kadın yok,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
"biz buna ""adalet"" diyoruz ""saygısızlık"" değil.",0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
hareket müw,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bu maçta itiraz edemiyorduk çünkü 7 kişiydik ljvohv y7vo,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
ıcon salih dursun:galatasaray 12 kişiydi o yüzden hakeme kart gösterdim,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
salih dursun: lan yalah kırmızı kart,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
(saaygisizlik) mi sen herhalde o maçı izlemedin,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
en azında 11 kişi kaldılar o maç :d,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bu hareket tarihe geçti,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
adaleti yaratmış adam,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
salih dursun:ben o kırmızı kartı galatasaray 11 kişi kalsın diye çıkardım,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
kardeşim maçı zamanında izleyen veya ozete bakan biri futboldaki penaltı olmasını bilse bile satılmış olduğunu anlar,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
eyvallah kardeşim en sevdiğim ikinci takım,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bende ts liyim ve ikinci en sevdiğim takım gs,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
benimde,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
işde adam gibi adam ayrimci olmicaksin abi adamsin krş,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
tşk💙❤💛,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
helal olsun lan sana,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
yiğidi öldür ama asla hakkını yeme (yinede yiğit olmesin ama )🤣🤣🤣,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
eyvallah kardeşim,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
sağol kardeşim ben gs yide seviyorum❤️,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
sağol kardeşim,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
tşk ve haklısın,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
teşekkürler knk,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
🙏👏👏👏👏💛❤️💛❤️💛🦁🦁🦁,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
allah böyle insanları başımızdan eksik etmesin 🤲,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
gs 29 eyvallah bro,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
teşekkürler ❤️,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
eyvallah kardeş,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
ilk defa sike ile sampiyon olmayan birisi tsk knk,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
bro şike mike falan filan değil çıkacaksın oynicaksin tıkır tıkır ve teknik heyet olarak hakem hakkında yorum yapmicaksin başkana bırakacaksın sen futbolcularla ugrascaksin ha hakkınla gelip gol attin vermese ozman herşey farkı olur saten,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
sağol kral,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
tesekkurler,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
trabzonspor olmasa gs yi tutardım,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
tsliyim bizi kutlayan gslilere teşekkür ediyorum benim de gsye saygım sonsuz,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
gs 29 saol seneye ınşallah gs olur,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
sağol knk bende ts,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
adam adam ya 💙❤💙❤💛❤💛❤💙❤,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
eyvallah,0,"""HAKEME"" yapılan ""SAYGISIZLIK""!!! #trabzonspor #galatasaray #hakem"
